   300.00 999.96720095358148 
   303.62 999.97082027530894 
   307.23 999.97438873222666 
   310.85 999.97773992561190 
   314.47 999.98076307546182 
   318.08 999.98340303121040 
   321.70 999.98565237351340 
   325.32 999.98753853918697 
   328.93 999.98910760242882 
   332.55 999.99041195868483 
   336.17 999.99149754671680 
   339.78 999.99239723082053 
   343.40 999.99312795891262 
   347.02 999.99369168489636 
   350.64 999.99407912371998 
   354.25 999.99427528807917 
   357.87 999.99426582069657 
   361.49 999.99404327133084 
   365.10 999.99361258568513 
   368.72 999.99299514398672 
   372.34 999.99223074165980 
   375.95 999.99137823635931 
   379.57 999.99050659618513 
   383.19 999.98969849485229 
   386.80 999.98903449900092 
   390.42 999.98858570835876 
   394.04 999.98840634138571 
   397.65 999.98852558577721 
   401.27 999.98894506237480 
   404.89 999.98963843558874 
   408.50 999.99055634103411 
   412.12 999.99163280745859 
   415.74 999.99279433201184 
   419.35 999.99396888998706 
   422.97 999.99509324526957 
   426.59 999.99611827896490 
   430.21 999.99701076662132 
   433.82 999.99775405530943 
   437.44 999.99834489880129 
   441.06 999.99879012699660 
   444.67 999.99910270343617 
   448.29 999.99929817485702 
   451.91 999.99939201242933 
   455.52 999.99939810303795 
   459.14 999.99932807963273 
   462.76 999.99919242384340 
   466.37 999.99900087397884 
   469.99 999.99875275251793 
   473.61 999.99847103131026 
   477.22 999.99815951101914 
   480.84 999.99782606225142 
   484.46 999.99747216185051 
   488.07 999.99708804795796 
   491.69 999.99664534950045 
   495.31 999.99608620778656 
   498.92 999.99531658537205 
   502.54 999.99419464899336 
   506.16 999.99252513293970 
   509.78 999.99005817070827 
   513.39 999.98649643661838 
   517.01 999.98151351049205 
   520.63 999.97478548891957 
   524.24 999.96603595964996 
   527.86 999.95509153945284 
   531.48 999.94194161568441 
   535.09 999.92679249345213 
   538.71 999.91010389731707 
   542.33 999.89259580366252 
   545.94 999.87521663156633 
   549.56 999.85906991355444 
   553.18 999.84530477811859 
   556.79 999.83498411452751 
   560.41 999.82895091640250 
   564.03 999.82771594361179 
   567.64 999.83138760176064 
   571.26 999.83965713103441 
   574.88 999.85184231240100 
   578.49 999.86698093552138 
   582.11 999.88395641618445 
   585.73 999.90163289245129 
   589.35 999.91897738615944 
   592.96 999.93515165800420 
   596.58 999.94956339997577 
   600.20 999.96187804079216 
   603.81 999.97199442191879 
   607.43 999.97999815187677 
   611.05 999.98610159234295 
   614.66 999.99059330386808 
   618.28 999.99377538361534 
   621.90 999.99594666213795 
   625.51 999.99735955035078 
   629.13 999.99821892462603 
   632.75 999.99867581935257 
   636.36 999.99883085676368 
   639.98 999.99873590365507 
   643.60 999.99839930348935 
   647.21 999.99778889825586 
   650.83 999.99683491099393 
   654.45 999.99543320548116 
   658.06 999.99345873909704 
   661.68 999.99074215261498 
   665.30 999.98714399128380 
   668.91 999.98252910767212 
   672.53 999.97680856794852 
   676.15 999.96996957173963 
   679.77 999.96210084584766 
   683.38 999.95340434541936 
   687.00 999.94422122698779 
   690.62 999.93499123429012 
   694.23 999.92623424886983 
   697.85 999.91849128383421 
   701.47 999.91227231975108 
   705.08 999.90797488815178 
   708.70 999.90583308061753 
   712.32 999.90587376637529 
   715.93 999.90789917499251 
   719.55 999.91149702079224 
   723.17 999.91607665753895 
   726.78 999.92092591667335 
   730.40 999.92528092855048 
   734.02 999.92840062608821 
   737.63 999.92963849435284 
   741.25 999.92850577190075 
   744.87 999.92472195160099 
   748.48 999.91824951982153 
   752.10 999.90931030247714 
   755.72 999.89838091875629 
   759.34 999.88616516009392 
   762.95 999.87354285014442 
   766.57 999.86149569435611 
   770.19 999.85102024421224 
   773.80 999.84302717175660 
   777.42 999.83825000178933 
   781.04 999.83716837518170 
   784.65 999.83995980188070 
   788.27 999.84648676101074 
   791.89 999.85632087092415 
   795.50 999.86879983873541 
   799.12 999.88310896272480 
   802.74 999.89836671339003 
   806.35 999.91372468828979 
   809.97 999.92842597678782 
   813.59 999.94187554908945 
   817.20 999.95365611152135 
   820.82 999.96353274876242 
